"","NoRoutineTesting","LowIntensityPessimistic","LowIntensityOptimistic","ModerateIntensityPessimistic","ModerateIntensityOptimistic","HighIntensityPessimistic","HighIntensityOptimistic"
"1",0.42,0.3,0.2,0.24,0.16,0.19,0.12
